10:49:33.930 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/11288]
10:49:34.074 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[11288]的柔道家信息加入索引
10:49:34.074 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[11288]的柔道家信息写入索引
10:49:36.479 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/22171
10:49:36.480 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/22171]
10:49:36.663 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[22171]的柔道家信息加入索引
10:49:36.663 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[22171]的柔道家信息写入索引
10:49:39.149 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/31716
10:49:39.149 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/31716]
10:49:39.290 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[31716]的柔道家信息加入索引
10:49:39.290 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[31716]的柔道家信息写入索引
10:49:41.648 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/38453
10:49:41.649 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/38453]
10:49:41.910 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[38453]的柔道家信息加入索引
10:49:41.910 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[38453]的柔道家信息写入索引
10:49:44.252 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/69826
10:49:44.252 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/69826]
10:49:44.363 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[69826]的柔道家信息加入索引
10:49:44.363 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[69826]的柔道家信息写入索引
10:49:46.779 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/21137
10:49:46.780 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/21137]
10:49:46.965 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[21137]的柔道家信息加入索引
10:49:46.965 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[21137]的柔道家信息写入索引
10:49:49.321 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/39622
10:49:49.322 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/39622]
10:49:49.461 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[39622]的柔道家信息加入索引
10:49:49.462 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[39622]的柔道家信息写入索引
10:49:51.837 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/89341
10:49:51.838 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/89341]
